ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago,cluster_kmeans,prob_base,prob_combined
C02271,alto_riesgo,696.57,10444.54,0.534,2,3.44,9020.77,9.5,bajo,0.0101,0,5,0.7211029965980839,0.9733897965669823
C02272,bajo_riesgo,799.18,19238.58,0.307,0,7.45,3087.53,7.0,alto,0.0002,0,0,0.0011095034142791004,0.001941709795107144
C02273,alto_riesgo,573.5,5283.06,0.621,2,1.14,20034.78,13.9,bajo,0.0439,0,1,0.8529743945907129,0.8876237003922743
C02274,bajo_riesgo,789.85,12077.35,0.045,0,10.07,2653.74,22.7,alto,0.0008,0,0,0.0015719243818961188,0.004110109932136357
C02275,bajo_riesgo,813.03,13358.35,0.163,0,5.56,3512.75,33.8,alto,0.0006,0,0,0.0024324415422700943,0.006556983109848761
C02276,bajo_riesgo,791.38,12261.38,0.078,0,6.43,3834.24,4.4,alto,0.0008,0,0,0.0027497240581354724,0.007237073604600633
C02277,medio_riesgo,684.39,12019.52,0.213,1,4.93,1717.78,40.4,bajo,0.0026,0,3,0.25441681673404126,0.47096379385069026
C02278,alto_riesgo,604.98,4186.58,0.836,1,0.95,8709.6,3.4,bajo,0.0323,0,1,0.663322579467152,0.7150321318317132
C02279,bajo_riesgo,777.01,16318.13,0.101,0,7.54,5676.07,36.5,medio,0.0004,0,2,0.029088007730800017,0.0803693703982892
C02280,bajo_riesgo,692.76,18146.27,0.257,0,5.33,1849.14,49.2,alto,0.0004,0,0,0.00160522381810165,0.0027275214686716997
C02281,bajo_riesgo,777.66,16298.3,0.117,0,2.49,2560.57,33.4,alto,0.0004,0,0,0.002530656489832936,0.004133314969905366
C02282,bajo_riesgo,779.55,13419.24,0.396,0,4.1,3015.25,58.8,alto,0.0009,0,0,0.002997682283105441,0.008069128771482562
C02283,bajo_riesgo,838.35,12668.72,0.175,0,9.96,1330.8,23.4,alto,0.0007,0,0,0.0013127729956019369,0.003462919267851053
C02284,bajo_riesgo,817.63,19325.89,0.187,0,3.32,1377.23,40.7,medio,0.0002,0,2,0.025517631070311658,0.12414880259235862
C02285,medio_riesgo,597.24,8680.56,0.771,0,0.69,3065.71,7.8,medio,0.0064,0,4,0.2940622725216406,0.3647667675074934
C02286,bajo_riesgo,757.52,15362.11,0.125,0,6.65,1192.11,44.0,medio,0.0005,0,2,0.028062435458463278,0.07498703709177039
C02287,bajo_riesgo,766.06,11999.1,0.199,0,7.47,2927.59,6.6,alto,0.001,0,0,0.0025385356659231406,0.0037695061334193838
C02288,bajo_riesgo,746.86,18874.92,0.181,0,4.53,1641.2,44.5,alto,0.0003,0,0,0.001451628977079528,0.004406131829184063
C02289,medio_riesgo,525.07,9081.8,0.203,1,6.11,1962.36,33.8,bajo,0.0074,0,3,0.35775598552204424,0.4358764538396985
C02290,medio_riesgo,617.25,8309.21,0.473,1,3.79,1632.99,58.3,bajo,0.009,0,3,0.40868606325780577,0.48479295270564476
C02291,bajo_riesgo,779.44,16318.12,0.016,0,6.54,3869.73,22.4,alto,0.0003,0,0,0.0016458196067184324,0.0027038914026937893
C02292,medio_riesgo,594.88,5203.61,0.518,1,3.1,4599.87,45.4,bajo,0.0188,0,3,0.5833485347229033,0.8479677765343492
C02293,bajo_riesgo,805.94,13729.4,0.071,0,3.22,1294.11,37.2,medio,0.0005,0,2,0.04694655510712826,0.07036477015667707
C02294,bajo_riesgo,843.73,14858.1,0.099,0,3.4,1051.16,8.7,alto,0.0004,0,0,0.0022900016862774804,0.0036015271107706385
C02295,medio_riesgo,595.88,9101.12,0.546,0,4.12,5258.03,52.0,bajo,0.0045,0,3,0.3173809220533398,0.3950898280410326
C02296,bajo_riesgo,761.4,23144.44,0.349,1,2.67,3892.96,22.2,alto,0.0003,0,0,0.002489489319211884,0.00476538598336963
C02297,medio_riesgo,586.65,11450.87,0.63,0,9.29,6556.23,39.5,medio,0.0032,0,4,0.10429921405942627,0.23392146727649293
C02298,bajo_riesgo,746.02,17521.88,0.335,0,3.6,3817.61,17.7,alto,0.0004,0,0,0.0024438264360738247,0.004122070568315779
C02299,medio_riesgo,587.84,10007.9,0.148,1,10.67,2795.19,58.7,bajo,0.0048,0,3,0.19841609718901465,0.38256255564852776
C02300,bajo_riesgo,805.87,13346.39,0.049,0,5.11,1333.27,45.6,medio,0.0006,0,2,0.038096890015306854,0.2481223876252479
C02301,medio_riesgo,581.45,8260.18,0.497,0,4.39,5238.01,38.3,bajo,0.0052,0,3,0.3406504895946644,0.6885041247535669
C02302,bajo_riesgo,739.6,19441.98,0.187,0,5.5,447.96,27.0,medio,0.0002,0,2,0.0215962718217397,0.037036270494264306
C02303,alto_riesgo,491.62,5340.78,0.86,1,2.79,1509.8,45.5,bajo,0.0369,0,5,0.7188655685057764,0.7649436001250025
C02304,bajo_riesgo,864.67,12904.27,0.1,0,6.57,2692.31,56.7,alto,0.0006,0,0,0.00181417019201282,0.008480526024874703
C02305,alto_riesgo,483.81,5866.35,0.301,0,2.68,12513.26,58.6,bajo,0.0089,0,1,0.4607996980385856,0.5341210357370619
C02306,bajo_riesgo,749.12,16116.83,0.059,0,8.41,2589.98,53.7,alto,0.0004,0,0,0.0012142441077461188,0.001977003645198826
C02307,bajo_riesgo,805.27,13407.15,0.229,0,6.61,6242.52,29.3,alto,0.0007,0,0,0.0026300453324780678,0.007166735355145142
C02308,alto_riesgo,466.23,4077.8,0.747,1,2.11,6916.42,52.7,bajo,0.0445,1,1,0.6271698915444066,0.6797889178398149
C02309,alto_riesgo,454.58,7520.05,0.773,1,0.0,6324.36,18.9,bajo,0.0244,0,5,0.8091310376332081,0.8409646177988345
C02310,bajo_riesgo,786.5,15924.07,0.102,0,6.95,3930.07,22.8,alto,0.0004,0,0,0.0016632822429782136,0.0047630408141310174
C02311,alto_riesgo,509.83,8332.29,0.609,3,0.0,3928.5,39.1,bajo,0.0565,0,5,0.894543846824443,0.9143935049094971
C02312,bajo_riesgo,681.98,21654.78,0.304,0,6.23,4280.0,46.7,alto,0.0002,0,0,0.0011689577350064665,0.0021695688031828026
C02313,alto_riesgo,695.87,7815.67,0.836,4,0.53,5831.62,54.1,bajo,0.0913,0,5,0.9257471023802075,0.9671156875091688
C02314,medio_riesgo,597.03,10581.21,0.248,2,5.53,2810.21,48.1,bajo,0.0094,0,3,0.44736937852022896,0.6724353932025511
C02315,alto_riesgo,658.66,3601.65,0.645,1,6.08,3636.52,19.8,bajo,0.0248,0,3,0.5205197139522281,0.5724663841499459
C02316,alto_riesgo,457.55,4581.41,0.507,3,2.82,1772.27,35.0,bajo,0.116,1,5,0.8953391424904634,0.9496842379339112
C02317,bajo_riesgo,793.69,14978.49,0.026,1,5.54,3404.79,18.9,alto,0.0008,0,0,0.0036577158039382356,0.0058138462539992376
C02318,bajo_riesgo,802.77,15636.79,0.168,0,5.66,3357.96,36.0,alto,0.0004,0,0,0.0018665652214276628,0.0030137817929265487
C02319,medio_riesgo,619.86,11193.87,0.213,0,1.74,1466.39,4.3,bajo,0.0018,0,3,0.2766352551282598,0.4945367076262075
C02320,bajo_riesgo,730.8,16242.74,0.015,0,7.73,828.55,25.8,alto,0.0004,0,0,0.0012791316862383146,0.0036498567979760875
C02321,medio_riesgo,573.67,8791.52,0.196,0,2.92,3544.63,15.9,medio,0.0034,0,4,0.21503156494361977,0.2752129398914871
C02322,bajo_riesgo,775.25,12718.72,0.188,0,5.36,2724.62,26.0,alto,0.0008,0,0,0.002802177418728667,0.004225087680570967
C02323,bajo_riesgo,763.63,19908.82,0.05,0,7.03,8771.89,59.4,medio,0.0002,0,2,0.023889899310155307,0.12124316603057052
C02324,alto_riesgo,449.22,7886.86,0.61,0,1.72,5322.97,29.2,bajo,0.0095,0,3,0.5018436567975337,0.8104290911426197
C02325,medio_riesgo,543.08,4610.72,0.336,0,3.51,2944.37,51.8,medio,0.01,0,4,0.2827979466034044,0.3316714629524971
C02326,medio_riesgo,599.57,2799.45,0.529,0,0.98,3783.34,15.6,bajo,0.0152,0,3,0.5811260198338594,0.6270642284954875
C02327,bajo_riesgo,784.21,13477.01,0.217,0,6.36,2648.61,3.0,alto,0.0007,0,0,0.002385449303241636,0.003658323780437807
C02328,medio_riesgo,776.37,8979.43,0.612,0,3.69,5024.93,12.3,medio,0.0029,0,4,0.17748917905596304,0.3473200206274538
C02329,bajo_riesgo,789.68,12817.18,0.163,0,5.9,2153.34,31.4,medio,0.0008,0,2,0.042440322957572184,0.17201570867827548
C02330,alto_riesgo,492.28,3863.09,0.83,0,2.17,1516.34,20.2,bajo,0.0241,0,3,0.5465641149696094,0.5973953717765247
C02331,bajo_riesgo,780.56,16825.11,0.105,0,9.26,6274.29,32.7,alto,0.0003,0,0,0.0012847474325165546,0.0037896653796940794
C02332,medio_riesgo,713.74,7678.71,0.256,0,4.75,3593.54,53.3,medio,0.003,0,4,0.1524338124038013,0.2999199332122971
C02333,bajo_riesgo,777.85,12134.71,0.304,0,8.84,857.32,13.3,medio,0.0011,0,2,0.033118863414285805,0.08198707514306847
C02334,alto_riesgo,401.17,6879.81,0.672,1,1.19,448.88,34.8,bajo,0.0287,0,5,0.7359664100945211,0.9190665849629938
C02335,medio_riesgo,624.83,9130.72,0.789,0,3.51,10206.76,22.0,bajo,0.0055,0,1,0.3166481649823825,0.6731325884805751
C02336,alto_riesgo,538.16,8142.48,0.705,2,0.0,5992.43,22.1,bajo,0.0309,0,5,0.851392047557629,0.9272890411510654
C02337,bajo_riesgo,807.56,17109.93,0.043,0,10.3,2541.63,23.6,medio,0.0003,0,2,0.015187112931798393,0.025048902140264392
C02338,bajo_riesgo,807.26,15391.73,0.29,0,8.81,3412.03,41.8,medio,0.0005,0,2,0.02391491898873216,0.03790140230960453
C02339,bajo_riesgo,827.78,14817.44,0.414,0,6.19,2857.67,11.6,alto,0.0006,0,0,0.002045946183714052,0.01744886978905795
C02340,bajo_riesgo,830.93,14162.51,0.32,0,6.95,4412.93,10.7,alto,0.0006,0,0,0.0021359860859948877,0.005885093114172338
C02341,alto_riesgo,553.55,7897.37,0.67,0,0.85,16752.45,15.3,bajo,0.0075,0,1,0.552268042428402,0.6376557494316714
C02342,medio_riesgo,565.11,8271.5,0.448,1,2.35,1062.77,53.1,medio,0.0103,0,4,0.319517123770448,0.3892643663897109
C02343,bajo_riesgo,726.87,12250.13,0.251,0,7.38,6199.12,47.7,alto,0.0011,0,0,0.0029851808240327097,0.004511014972632575
C02344,alto_riesgo,527.67,6207.92,0.766,1,0.0,8046.56,54.0,bajo,0.0252,0,1,0.6243933805491677,0.7811590360318517
C02345,bajo_riesgo,752.55,16298.04,0.205,0,4.58,5341.21,55.1,alto,0.0004,0,0,0.0023515015781149866,0.0038807988158438556
C02346,bajo_riesgo,797.95,17517.07,0.255,0,2.76,720.56,38.9,alto,0.0003,0,0,0.0018919752564468823,0.009731020267810492
C02347,medio_riesgo,663.04,9685.64,0.545,1,4.55,3964.64,50.9,bajo,0.0065,0,3,0.3745204550744453,0.45893802253447574
C02348,medio_riesgo,653.48,8991.39,0.41,1,4.16,2064.4,58.2,medio,0.0066,0,4,0.23525844956475422,0.4287489724275991
C02349,bajo_riesgo,819.39,13592.17,0.46,0,9.39,211.03,50.7,alto,0.0008,0,0,0.0012462937598058691,0.0019002136639172074
C02350,alto_riesgo,361.38,9137.91,0.57,0,0.14,5282.38,26.0,bajo,0.0092,0,3,0.5519792131133336,0.7400300302800601
C02351,bajo_riesgo,790.78,13785.06,0.151,0,6.18,1445.1,25.7,alto,0.0006,0,0,0.001997920440498159,0.0030722408398191087
C02352,alto_riesgo,510.27,4913.3,0.598,1,1.81,3109.67,29.5,bajo,0.028,0,5,0.7569118703681182,0.9245585772151383
C02353,bajo_riesgo,817.11,15354.47,0.1,0,8.66,6627.86,18.8,alto,0.0004,0,0,0.0016222135777480963,0.0026347480152371506
C02354,medio_riesgo,681.25,4556.31,0.548,0,5.12,6723.53,36.1,medio,0.0086,0,4,0.26421094673708007,0.5869323732361603
C02355,bajo_riesgo,762.25,13649.88,0.013,0,2.87,1980.2,33.2,alto,0.0006,0,0,0.0031216889454685945,0.008412514712256881
C02356,medio_riesgo,595.25,7166.09,0.503,1,4.11,6529.61,33.0,bajo,0.0125,0,3,0.533891856367731,0.6074752612959033
C02357,alto_riesgo,529.97,9394.13,0.749,3,0.32,11006.42,20.2,bajo,0.0512,0,5,0.9222857002288462,0.942368904387755
C02358,alto_riesgo,554.93,9353.16,0.662,1,3.34,12274.97,18.7,bajo,0.0111,0,1,0.502879124295018,0.7210067189826441
C02359,bajo_riesgo,709.89,14396.77,0.078,0,6.97,1574.12,33.3,alto,0.0006,0,0,0.0018791412431804614,0.00515279186109957
C02360,bajo_riesgo,782.62,17342.55,0.309,0,2.73,2822.25,41.8,alto,0.0004,0,0,0.002285185509595367,0.0038253045571089135
C02361,bajo_riesgo,825.98,14129.92,0.2,0,4.91,2673.2,35.1,alto,0.0005,0,0,0.002262912805985279,0.003522262097924998
C02362,alto_riesgo,519.55,7518.51,0.679,0,1.23,5351.97,30.3,bajo,0.009,0,3,0.5020606512621872,0.7066383915462853
C02363,medio_riesgo,667.27,7889.05,0.676,0,4.81,1895.45,50.5,medio,0.0054,0,4,0.16334848655216555,0.20858549915323588
C02364,medio_riesgo,586.99,8761.81,0.706,0,5.97,7821.24,26.0,medio,0.006,0,4,0.2145747885159747,0.27771139205012296
C02365,bajo_riesgo,763.42,11915.6,0.138,0,7.22,1377.95,31.3,alto,0.0009,0,0,0.0022211751398026067,0.003273758495558798
C02366,medio_riesgo,752.0,2652.55,0.603,0,2.06,7035.44,53.1,medio,0.0108,0,4,0.3637230196989574,0.5518409389953592
C02367,bajo_riesgo,807.7,17579.35,0.045,0,8.25,8602.04,15.9,alto,0.0002,0,0,0.0015111319332315283,0.0025994303300471556
C02368,bajo_riesgo,812.95,16007.55,0.1,0,5.81,2768.86,32.1,alto,0.0003,0,0,0.0016466846403883797,0.008258564373464485
C02369,alto_riesgo,539.8,9385.55,0.321,1,0.0,2004.97,51.5,bajo,0.0077,0,3,0.5271449405374701,0.5880207667097677
C02370,medio_riesgo,720.7,10186.47,0.368,1,3.19,2953.72,50.5,bajo,0.004,0,3,0.35055619530381743,0.575800846709949
C02371,bajo_riesgo,768.69,14993.55,0.142,0,5.67,2361.22,6.4,alto,0.0005,0,0,0.0021414339512666777,0.0033948382826415407
C02372,medio_riesgo,649.18,10863.52,0.105,0,4.6,2870.99,31.9,bajo,0.0016,0,3,0.2060112773274376,0.3984281871032138
C02373,alto_riesgo,525.13,10268.22,0.767,1,2.55,6710.74,26.0,bajo,0.0114,0,1,0.43237686731053687,0.6605573348873396
C02374,medio_riesgo,517.58,8776.31,0.256,1,3.32,5759.02,0.8,bajo,0.0086,0,3,0.5365741885036631,0.61797407850396
C02375,medio_riesgo,615.96,8903.03,0.353,1,6.6,2607.38,44.0,bajo,0.007,0,3,0.3265880382368011,0.541966032765372
C02376,alto_riesgo,591.91,6877.99,0.681,2,1.54,3242.57,29.4,bajo,0.0328,0,5,0.8032606491569702,0.8440978714923724
C02377,medio_riesgo,740.16,11144.25,0.465,1,5.6,1485.53,11.9,bajo,0.0035,0,3,0.2652930468954751,0.3437382061582941
C02378,medio_riesgo,627.31,9075.4,0.225,0,1.95,3425.11,36.9,bajo,0.0028,0,3,0.3271270808441424,0.40402505901673413
C02379,bajo_riesgo,753.23,13181.48,0.161,0,5.89,2064.55,1.2,alto,0.0008,0,0,0.0026271015288994322,0.007013858421490669
C02380,alto_riesgo,422.9,7246.27,0.714,2,0.99,5467.66,57.9,bajo,0.0516,0,5,0.8582339699614253,0.8908548812233129
C02381,medio_riesgo,596.49,7359.75,0.304,2,5.23,7650.61,32.5,bajo,0.019,0,5,0.7374588423198641,0.9223687548959764
C02382,alto_riesgo,531.25,4376.97,0.314,1,5.61,3548.51,18.2,bajo,0.021,0,3,0.54243254156042,0.7238125087303022
C02383,alto_riesgo,429.32,11844.77,0.642,1,0.0,5745.0,59.1,bajo,0.0096,0,5,0.6941141948707659,0.8458261868447744
C02384,bajo_riesgo,756.4,18124.92,0.197,0,9.04,3547.77,39.3,medio,0.0003,0,2,0.01849313446217724,0.031231052462436314
C02385,alto_riesgo,552.72,9290.52,0.674,2,0.56,3700.48,38.8,bajo,0.0228,0,5,0.7902367263995171,0.9014682075942706
C02386,medio_riesgo,671.79,7107.49,0.481,1,4.15,2371.14,32.5,medio,0.0099,0,4,0.29130036341849863,0.6289734475383325
C02387,medio_riesgo,542.59,12213.94,0.242,0,4.1,19957.47,36.3,bajo,0.002,0,1,0.34260105227535714,0.453362082798669
C02388,bajo_riesgo,754.98,13651.62,0.177,0,6.67,3902.45,51.4,alto,0.0007,0,0,0.0022284451127172864,0.003447217619684992
C02389,medio_riesgo,652.32,9840.23,0.256,1,3.62,8631.56,58.6,medio,0.0046,0,4,0.2998301786853681,0.7720659538460469
C02390,bajo_riesgo,857.89,12217.22,0.036,0,9.05,2258.37,28.1,alto,0.0006,0,0,0.0014981132537663264,0.00392417639323187
C02391,bajo_riesgo,841.56,14790.77,0.086,0,4.23,1080.54,58.7,alto,0.0004,0,0,0.0018310759477357065,0.0028764787548334536
C02392,alto_riesgo,300.0,5392.9,0.659,2,0.0,14336.24,12.2,bajo,0.0964,1,1,0.8834892954730185,0.9027965292373519
C02393,medio_riesgo,629.6,10364.01,0.161,0,3.26,3348.23,23.3,medio,0.002,0,4,0.16059486863808595,0.21542320720578476
C02394,bajo_riesgo,726.22,21150.3,0.248,0,2.39,2627.49,50.1,alto,0.0002,0,0,0.0016245648568929947,0.00296182673037305
C02395,bajo_riesgo,857.46,14823.8,0.317,0,2.72,7995.32,50.1,alto,0.0005,0,0,0.003601846074369792,0.010178649431677393
C02396,medio_riesgo,587.84,6853.7,0.274,0,4.05,4193.61,6.8,bajo,0.0052,0,3,0.3722673593019555,0.4409566360489629
C02397,medio_riesgo,678.45,3382.89,0.698,0,2.98,1454.18,20.1,medio,0.0131,0,4,0.2976757935069761,0.4761999043643303
C02398,bajo_riesgo,801.85,13889.93,0.055,0,3.4,124.47,30.1,medio,0.0005,0,2,0.042986980495324685,0.06452045172995516
C02399,medio_riesgo,629.89,8626.47,0.406,1,3.26,6601.87,32.5,medio,0.0076,0,4,0.34556307723751706,0.5651035775892181
C02400,medio_riesgo,619.51,9536.6,0.183,2,4.16,1948.56,20.7,bajo,0.01,0,3,0.5089355699084629,0.592221546810104
C02401,medio_riesgo,621.05,11677.64,0.139,0,3.01,1846.18,41.8,medio,0.0015,0,4,0.12967508156852786,0.1796814406264867
C02402,bajo_riesgo,739.59,11601.76,0.129,1,6.05,6792.87,5.8,alto,0.0022,0,0,0.0072430671566955235,0.010788044049227404
C02403,alto_riesgo,578.76,4656.72,0.486,0,0.0,10502.91,36.1,bajo,0.0106,0,1,0.5348657261592092,0.7064092915573368
C02404,medio_riesgo,646.43,10279.73,0.223,0,7.57,3308.53,41.2,medio,0.0021,0,2,0.06152629666194313,0.14194655233346112
C02405,bajo_riesgo,794.42,16157.52,0.193,0,4.5,741.73,13.2,alto,0.0004,0,0,0.0018765342546803849,0.0030360235251838496
C02406,medio_riesgo,584.41,7204.03,0.26,1,2.92,8869.01,1.1,medio,0.0096,0,4,0.45500509802598843,0.8616505877426217
C02407,alto_riesgo,510.74,8081.97,0.608,2,3.6,3568.52,24.2,bajo,0.0302,0,5,0.7625080994575038,0.9314894291400848
C02408,alto_riesgo,509.79,7539.88,0.547,1,2.26,12955.51,28.3,bajo,0.0158,0,1,0.6011279991491526,0.7874685601265322
C02409,medio_riesgo,641.15,10009.34,0.182,1,5.53,16089.41,56.9,medio,0.0042,0,4,0.344607276724302,0.4397236851360402
C02410,alto_riesgo,518.57,6182.65,0.617,1,4.49,9880.33,49.7,bajo,0.0218,0,1,0.5116082063125773,0.8131082951388511
C02411,bajo_riesgo,753.59,13747.33,0.033,0,4.32,5854.75,8.6,alto,0.0006,0,0,0.0035654354678011303,0.005563169917836109
C02412,alto_riesgo,415.25,7695.27,0.601,0,0.84,3692.26,54.8,bajo,0.0108,0,3,0.5068108325948729,0.5816596134926542
C02413,medio_riesgo,650.94,10566.67,0.123,0,3.41,4218.88,12.8,medio,0.0017,0,4,0.15935699797064876,0.4597768653066177
C02414,bajo_riesgo,852.72,16380.92,0.083,1,3.45,4175.59,51.2,medio,0.0006,0,2,0.06252589996899276,0.09907518082769921
C02415,bajo_riesgo,829.66,10717.06,0.013,0,5.17,10071.69,11.5,medio,0.0009,0,2,0.08603032032493965,0.1225052701436368
C02416,bajo_riesgo,776.25,19942.48,0.176,0,6.88,4620.93,27.8,alto,0.0002,0,0,0.0011448653130268426,0.019381811308507323
C02417,bajo_riesgo,719.3,15136.74,0.054,0,5.07,4135.87,27.7,alto,0.0005,0,0,0.002540443391214509,0.004066002735522282
C02418,alto_riesgo,548.13,4712.18,0.509,1,3.2,5851.04,39.6,bajo,0.0235,0,3,0.634200905536782,0.7957109127068911
C02419,medio_riesgo,597.3,8468.79,0.334,0,3.59,1551.07,25.4,bajo,0.0039,0,3,0.2979728740501796,0.3669971132475327
C02420,medio_riesgo,742.71,9774.32,0.353,1,5.22,4805.11,22.9,bajo,0.004,0,3,0.3364091036917493,0.5598094911830075
C02421,bajo_riesgo,794.84,17405.56,0.35,0,5.07,3152.44,0.6,alto,0.0004,0,0,0.0019108681893261392,0.003207973819545003
C02422,bajo_riesgo,738.56,15720.15,0.185,0,8.48,2856.28,26.3,alto,0.0005,0,0,0.0014550568312991124,0.002349994382425796
C02423,bajo_riesgo,726.19,12124.77,0.213,0,1.64,4023.58,57.8,medio,0.0011,0,4,0.1358569314372795,0.19051875860598416
C02424,bajo_riesgo,842.77,13185.19,0.023,0,1.52,1946.19,16.2,alto,0.0005,0,0,0.0035390518121729115,0.0053747928441927675
C02425,alto_riesgo,537.83,10747.55,0.684,0,1.55,8046.48,24.0,bajo,0.0045,0,1,0.3256038142500592,0.688244659480871
C02426,medio_riesgo,455.86,10070.21,0.281,0,1.44,8156.57,8.9,medio,0.0041,0,4,0.3272372329652304,0.4138130953333412
C02427,bajo_riesgo,728.92,17767.84,0.178,0,10.63,3373.66,3.5,medio,0.0003,0,2,0.01789422978825194,0.029978277640009644
C02428,alto_riesgo,537.9,4867.17,0.32,2,0.71,14300.99,3.8,bajo,0.0372,0,1,0.8173487210131689,0.8552519991564377
C02429,medio_riesgo,602.21,10496.39,0.144,0,0.88,3370.56,42.1,bajo,0.0021,0,3,0.32151442918778406,0.4055281422682533
C02430,alto_riesgo,471.48,6234.92,0.575,0,5.69,4101.48,7.1,bajo,0.0119,0,3,0.40904099379148867,0.47576656334468875
C02431,medio_riesgo,585.65,10671.51,0.548,0,5.23,3103.16,49.0,medio,0.0034,0,4,0.13953311140854693,0.18971279158956658
C02432,alto_riesgo,538.37,5854.42,0.538,2,0.44,2220.61,32.1,bajo,0.0395,0,5,0.8371799875217518,0.8653433053765444
C02433,alto_riesgo,474.43,6107.24,0.513,1,1.8,6674.92,57.6,bajo,0.0223,0,1,0.5535966954493868,0.6207667623393741
C02434,bajo_riesgo,789.52,9420.03,0.064,0,5.25,1132.7,6.2,alto,0.0013,0,0,0.003687689282172685,0.005131018388735995
C02435,bajo_riesgo,742.52,17377.65,0.42,1,2.92,4002.47,2.1,alto,0.001,0,0,0.005168178543464734,0.008678875385290157
C02436,medio_riesgo,570.0,7508.46,0.499,0,1.98,931.95,52.3,bajo,0.0063,0,3,0.3640313673526698,0.7032218910552082
C02437,bajo_riesgo,778.46,16847.26,0.02,0,4.22,2544.61,53.1,alto,0.0003,0,0,0.0017653389687587858,0.002920392235221648
C02438,bajo_riesgo,788.18,18901.53,0.058,0,4.37,1370.87,52.2,alto,0.0002,0,0,0.0012752711969731291,0.0022006414132669638
C02439,medio_riesgo,587.01,9620.9,0.17,0,0.0,3181.42,23.5,medio,0.0026,0,4,0.2500280035695943,0.43159861317534604
C02440,alto_riesgo,379.09,4101.54,0.609,1,2.52,8874.16,27.2,bajo,0.0485,0,1,0.6818038279887073,0.7315657525113192
C02441,medio_riesgo,701.03,9489.42,0.387,0,5.1,6320.31,59.8,medio,0.0025,0,4,0.14817957057367928,0.19839076195159905
C02442,alto_riesgo,558.13,5980.12,0.671,2,2.32,730.61,47.6,bajo,0.0425,0,5,0.7796879522393801,0.8200246827717862
C02443,medio_riesgo,648.07,9111.54,0.191,0,2.3,2688.76,34.1,medio,0.0025,0,4,0.18472413250237996,0.23974208534466354
C02444,medio_riesgo,509.79,6859.43,0.574,1,6.38,3384.77,28.4,bajo,0.0187,0,3,0.4689547366667374,0.8649551853779819
C02445,bajo_riesgo,789.47,14417.19,0.276,0,2.85,3745.35,37.3,alto,0.0006,0,0,0.0032776149247956384,0.005152106183662367
C02446,bajo_riesgo,799.05,13915.9,0.074,0,4.1,2433.97,36.0,alto,0.0005,0,0,0.002539007274024869,0.003928968148931416
C02447,bajo_riesgo,823.93,13084.3,0.23,0,8.21,3696.1,50.5,alto,0.0007,0,0,0.0017516205887485356,0.002673904129168265
C02448,medio_riesgo,634.12,6349.0,0.314,1,4.88,3466.59,11.2,bajo,0.0105,0,3,0.46834759337937,0.5360274280005682
C02449,medio_riesgo,680.44,12751.1,0.26,1,4.46,627.93,21.3,medio,0.0024,0,4,0.15103400690262175,0.31970271594708993
C02450,bajo_riesgo,803.3,16349.4,0.288,0,6.94,3458.14,19.8,alto,0.0004,0,0,0.001598961753777593,0.0026248367230472004
C02451,medio_riesgo,655.89,5713.19,0.334,0,2.21,2086.03,59.0,medio,0.0057,0,4,0.23842635486946195,0.2870709780124597
C02452,alto_riesgo,620.84,5253.19,0.656,0,1.61,2384.15,49.9,bajo,0.0102,0,3,0.44994324966902255,0.5103744529751604
C02453,medio_riesgo,587.14,9705.4,0.342,0,5.21,4479.84,48.9,medio,0.0032,0,4,0.15592379229102935,0.3160660261360247
C02454,alto_riesgo,471.5,7612.83,0.641,1,2.61,5219.78,22.4,bajo,0.0195,0,5,0.7233940796315677,0.8622218526425223
C02455,bajo_riesgo,835.98,14406.7,0.061,0,5.62,1890.58,31.1,alto,0.0004,0,0,0.0018203125906241515,0.002843500141085858
C02456,medio_riesgo,520.36,5959.72,0.48,0,1.61,2818.93,49.4,bajo,0.0097,0,3,0.466865834228607,0.6667623146992139
C02457,bajo_riesgo,717.34,13693.69,0.425,0,5.87,2581.72,38.7,alto,0.0011,0,0,0.0026893424193338723,0.012748346531884417
C02458,bajo_riesgo,721.03,17929.55,0.231,0,8.64,1812.32,57.5,medio,0.0004,0,2,0.01829636711148594,0.03057983287815065
C02459,alto_riesgo,479.1,5760.28,0.273,3,1.48,6942.18,4.7,bajo,0.0684,0,5,0.9219180394649474,0.9646274872793088
C02460,bajo_riesgo,800.11,16845.13,0.367,0,5.8,1200.99,16.6,alto,0.0004,0,0,0.0015747954186133444,0.004558465164587353
C02461,bajo_riesgo,761.43,13649.81,0.181,0,5.0,1198.71,0.1,alto,0.0007,0,0,0.002625083076044451,0.004019372690319942
C02462,bajo_riesgo,791.26,20657.36,0.026,0,7.55,3498.62,9.0,alto,0.0001,0,0,0.0008854819183569916,0.0028202120033353493
C02463,bajo_riesgo,754.34,10237.52,0.111,0,7.61,5170.89,14.6,alto,0.0013,0,0,0.003397142708343751,0.004887187477160482
C02464,bajo_riesgo,790.14,12819.57,0.299,0,7.7,2652.19,45.2,alto,0.0009,0,0,0.001979616306263632,0.00922943669356457
C02465,alto_riesgo,433.73,7926.61,0.759,0,3.68,3142.74,29.5,bajo,0.0118,0,3,0.42470548997831187,0.5005095640016876
