ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago,cluster_kmeans
C02649,alto_riesgo,574.25,6495.25,0.824,0,5.36,11513.28,48.5,bajo,0.0112,0,1
C02650,alto_riesgo,502.94,4462.15,0.329,1,1.59,4910.92,57.5,bajo,0.0228,0,3
C02651,alto_riesgo,484.95,5302.58,0.303,0,3.46,3370.57,50.0,bajo,0.0099,0,3
C02652,bajo_riesgo,765.97,16775.06,0.323,0,5.27,3055.13,33.6,medio,0.0004,0,2
C02653,bajo_riesgo,818.32,15372.98,0.137,0,6.54,2210.26,46.5,alto,0.0004,0,0
C02654,bajo_riesgo,793.67,16122.02,0.184,0,2.44,2988.58,23.2,medio,0.0004,0,2
C02655,medio_riesgo,531.63,10542.47,0.32,0,1.2,3960.24,28.4,medio,0.0031,0,4
C02656,bajo_riesgo,783.35,14418.99,0.029,0,8.61,3414.11,42.9,alto,0.0005,0,0
C02657,alto_riesgo,427.51,4623.03,0.324,1,7.07,3753.55,56.6,bajo,0.0274,0,3
C02658,bajo_riesgo,844.36,10150.77,0.033,0,7.15,4834.94,35.9,alto,0.0009,0,0
C02659,bajo_riesgo,813.46,21610.17,0.05,0,7.24,1050.67,53.5,alto,0.0001,0,0
C02660,alto_riesgo,489.36,7890.19,0.713,0,1.34,3338.84,45.7,bajo,0.0096,0,3
C02661,medio_riesgo,728.68,6912.7,0.316,0,5.7,4975.82,0.5,medio,0.0035,0,4
C02662,medio_riesgo,665.17,6638.07,0.188,2,4.89,2316.87,10.5,bajo,0.0156,0,3
C02663,bajo_riesgo,793.51,21337.28,0.082,0,7.43,6420.31,30.0,alto,0.0001,0,0
C02664,alto_riesgo,380.03,7344.11,0.602,2,2.41,3945.66,15.9,bajo,0.0504,1,5
C02665,medio_riesgo,679.54,3218.05,0.619,1,4.91,4031.76,20.4,bajo,0.0244,0,3
C02666,alto_riesgo,519.4,7830.49,0.716,1,2.67,2535.31,9.0,bajo,0.0177,0,5
C02667,alto_riesgo,602.82,6213.81,0.634,4,1.65,3977.97,0.2,bajo,0.1255,1,5
C02668,alto_riesgo,406.91,4130.63,0.739,1,1.87,8267.29,53.8,bajo,0.0517,0,1
C02669,alto_riesgo,381.87,6433.83,0.421,3,0.58,3424.43,37.5,bajo,0.0931,0,5
C02670,medio_riesgo,589.87,6875.54,0.627,0,3.76,3168.09,48.8,medio,0.0078,0,4
C02671,medio_riesgo,502.27,10348.97,0.07,0,1.93,3240.68,28.1,bajo,0.0026,0,3
C02672,medio_riesgo,627.24,10538.77,0.13,0,5.68,357.61,56.5,medio,0.0019,0,2
C02673,medio_riesgo,623.63,5456.33,0.331,1,4.39,2895.29,50.4,bajo,0.0132,0,3
C02674,medio_riesgo,648.39,10756.17,0.516,0,3.48,2024.1,26.1,bajo,0.0027,0,3
C02675,bajo_riesgo,726.3,17032.77,0.294,0,4.35,725.44,53.8,alto,0.0005,0,0
C02676,medio_riesgo,633.43,5261.5,0.333,0,5.83,4331.61,26.2,medio,0.0067,0,4
C02677,bajo_riesgo,810.52,15685.28,0.086,0,4.78,1836.4,40.0,alto,0.0004,0,0
C02678,medio_riesgo,594.75,6562.66,0.294,0,3.61,9970.66,43.4,bajo,0.0055,0,1
C02679,bajo_riesgo,870.04,18816.92,0.101,0,7.77,962.75,51.5,medio,0.0002,0,2
C02680,bajo_riesgo,784.93,13694.98,0.232,0,5.9,893.54,52.5,medio,0.0007,0,2
C02681,medio_riesgo,649.61,5645.06,0.542,0,2.7,1916.04,13.8,bajo,0.0076,0,3
C02682,alto_riesgo,530.31,4936.64,0.529,0,2.72,3463.49,46.8,bajo,0.0122,0,3
C02683,bajo_riesgo,756.42,14894.51,0.074,0,10.24,1708.91,37.2,medio,0.0005,0,2
C02684,medio_riesgo,498.81,9394.86,0.249,1,1.86,2777.98,11.2,medio,0.0079,0,4
C02685,alto_riesgo,385.64,7188.28,0.669,1,1.54,2750.1,30.5,bajo,0.0282,0,5
C02686,bajo_riesgo,756.92,12755.29,0.039,0,8.83,2778.96,52.1,medio,0.0007,0,2
C02687,bajo_riesgo,792.22,15072.88,0.072,0,7.02,3742.52,39.1,alto,0.0004,0,0
C02688,bajo_riesgo,718.52,11684.87,0.026,1,3.82,6744.32,3.8,alto,0.002,0,0
C02689,alto_riesgo,642.08,7219.74,0.274,1,5.11,6995.6,36.6,bajo,0.0082,0,3
C02690,bajo_riesgo,815.76,13733.15,0.087,0,6.53,2159.1,32.1,alto,0.0005,0,0
C02691,medio_riesgo,537.06,5817.12,0.268,1,2.65,2642.97,19.9,bajo,0.0147,0,3
C02692,medio_riesgo,642.9,7051.44,0.186,0,4.06,1095.92,50.3,medio,0.0038,0,4
C02693,medio_riesgo,818.83,10268.78,0.33,0,8.44,6051.86,48.2,bajo,0.0014,0,0
C02694,bajo_riesgo,752.59,12119.72,0.319,0,4.95,4507.87,31.3,alto,0.0012,0,0
C02695,bajo_riesgo,776.4,10762.15,0.147,0,7.18,2977.18,7.5,alto,0.0012,0,0
C02696,bajo_riesgo,737.62,11193.14,0.038,0,4.86,1415.71,13.5,medio,0.0011,0,2
C02697,bajo_riesgo,808.62,12925.0,0.04,0,7.55,3565.87,5.2,alto,0.0006,0,0
C02698,medio_riesgo,594.34,6656.57,0.458,0,4.09,2639.54,37.4,medio,0.0066,0,4
C02699,medio_riesgo,533.22,6044.96,0.406,2,1.36,3334.83,13.3,medio,0.0332,0,4
C02700,medio_riesgo,613.4,5665.11,0.699,1,1.17,1974.46,29.0,medio,0.0201,0,4
C02701,bajo_riesgo,710.66,17855.03,0.278,0,5.27,5584.76,34.7,alto,0.0004,0,0
C02702,bajo_riesgo,762.05,15934.96,0.071,0,5.91,2004.08,4.8,alto,0.0004,0,0
C02703,alto_riesgo,542.88,5880.42,0.481,1,4.24,483.93,11.5,bajo,0.0184,0,3
C02704,medio_riesgo,702.22,5670.58,0.628,1,5.84,6591.62,53.2,medio,0.0142,0,4
C02705,alto_riesgo,706.83,7451.92,0.872,4,0.8,8296.29,40.0,bajo,0.0984,0,5
C02706,bajo_riesgo,814.12,14693.11,0.113,0,6.24,1156.13,54.2,alto,0.0005,0,0
C02707,medio_riesgo,650.27,11074.74,0.573,1,5.91,5217.53,59.1,medio,0.0053,0,4
C02708,medio_riesgo,642.25,13052.05,0.458,0,4.18,919.51,26.5,bajo,0.0016,0,3
C02709,medio_riesgo,652.99,7818.04,0.538,0,4.58,7725.21,25.1,bajo,0.0048,0,3
C02710,bajo_riesgo,812.78,14203.48,0.032,0,8.16,1092.41,26.8,alto,0.0005,0,0
C02711,alto_riesgo,499.31,6484.74,0.727,1,0.83,4668.9,37.9,bajo,0.0248,0,5
C02712,bajo_riesgo,779.04,15864.66,0.073,0,5.76,611.0,55.8,alto,0.0004,0,0
C02713,medio_riesgo,603.53,10700.04,0.539,1,1.15,1833.54,14.7,medio,0.0063,0,4
C02714,medio_riesgo,549.9,11553.8,0.537,1,4.49,24.16,25.2,medio,0.0063,0,4
C02715,bajo_riesgo,863.76,18373.52,0.111,0,6.15,4121.41,57.1,alto,0.0002,0,0
C02716,bajo_riesgo,835.24,11519.73,0.121,0,8.29,3539.11,20.2,medio,0.0008,0,2
C02717,alto_riesgo,443.28,9215.3,0.697,1,2.48,4796.42,47.2,bajo,0.0165,0,5
C02718,bajo_riesgo,752.6,12903.31,0.176,0,4.97,1065.67,3.4,alto,0.0008,0,0
C02719,bajo_riesgo,801.32,18248.5,0.225,0,6.86,5474.65,56.0,alto,0.0003,0,0
C02720,medio_riesgo,715.76,7406.98,0.433,1,8.73,5986.9,11.6,bajo,0.0077,0,3
C02721,bajo_riesgo,714.43,11375.83,0.427,0,8.3,1637.04,13.8,alto,0.0017,0,0
C02722,medio_riesgo,572.45,6997.26,0.235,1,8.46,7023.3,29.8,medio,0.0101,0,4
C02723,medio_riesgo,523.23,11164.83,0.243,0,4.33,5063.39,17.7,medio,0.0026,0,4
C02724,medio_riesgo,649.59,8773.11,0.364,2,1.97,2824.96,49.8,bajo,0.0132,0,5
C02725,bajo_riesgo,769.61,15010.65,0.158,0,8.11,1127.06,31.4,medio,0.0005,0,2
C02726,alto_riesgo,510.73,4699.48,0.655,0,2.61,13561.13,20.3,bajo,0.0157,0,1
C02727,alto_riesgo,565.3,7264.49,0.595,1,4.74,12784.59,9.3,bajo,0.015,0,1
C02728,medio_riesgo,633.12,8032.63,0.36,1,1.17,3424.77,37.2,bajo,0.008,0,3
C02729,bajo_riesgo,768.37,18955.5,0.375,0,5.84,2509.12,52.3,medio,0.0003,0,2
C02730,alto_riesgo,643.29,8023.01,0.567,1,1.99,7825.57,59.0,bajo,0.0099,0,1
C02731,medio_riesgo,583.58,3070.26,0.459,0,2.37,4117.24,43.0,medio,0.0139,0,4
C02732,alto_riesgo,385.33,6641.34,0.62,1,1.59,3823.63,15.3,bajo,0.0296,0,5
C02733,alto_riesgo,493.23,7759.14,0.726,1,0.51,6046.9,55.7,bajo,0.0196,0,5
C02734,bajo_riesgo,792.47,15143.53,0.16,2,9.3,4572.93,36.7,alto,0.0019,0,0
C02735,medio_riesgo,641.08,10338.08,0.083,0,5.27,3529.29,55.4,medio,0.0018,0,2
C02736,bajo_riesgo,802.1,16654.9,0.062,0,7.12,2474.43,17.2,alto,0.0003,0,0
C02737,bajo_riesgo,728.05,14207.57,0.189,1,8.72,763.06,34.1,alto,0.0014,0,0
C02738,alto_riesgo,474.73,6010.18,0.793,0,1.72,1499.82,52.8,bajo,0.0159,0,3
C02739,bajo_riesgo,824.71,12849.53,0.045,0,5.33,1061.82,53.7,alto,0.0006,0,0
C02740,bajo_riesgo,768.75,18373.75,0.039,0,4.82,1616.1,49.8,alto,0.0002,0,0
C02741,alto_riesgo,508.28,8293.86,0.541,2,7.41,2906.12,7.1,bajo,0.027,0,5
C02742,bajo_riesgo,827.92,16998.02,0.094,0,5.8,1747.56,12.0,alto,0.0003,0,0
C02743,alto_riesgo,525.74,7493.8,0.503,1,0.88,2777.19,29.4,bajo,0.0145,0,3
C02744,medio_riesgo,628.41,10758.83,0.646,0,9.51,3749.75,52.4,medio,0.0033,0,4
C02745,medio_riesgo,546.65,10192.32,0.129,0,8.0,1356.22,59.4,bajo,0.0025,0,3
C02746,alto_riesgo,514.75,8681.72,0.57,0,2.78,3753.95,26.6,bajo,0.0064,0,3
C02747,medio_riesgo,583.59,17250.91,0.138,2,6.31,1788.64,9.7,medio,0.0023,0,2
C02748,bajo_riesgo,851.06,15031.85,0.466,0,6.92,2723.27,35.0,alto,0.0006,0,0
C02749,medio_riesgo,739.96,9082.39,0.548,1,2.86,1885.41,56.8,bajo,0.0059,0,3
C02750,bajo_riesgo,723.93,16738.31,0.113,0,2.56,3122.04,23.1,alto,0.0004,0,0
C02751,alto_riesgo,565.9,4909.3,0.591,0,0.0,4014.28,13.1,bajo,0.0119,0,3
C02752,medio_riesgo,652.94,7225.17,0.306,1,2.31,7278.11,55.9,bajo,0.0083,0,3
C02753,medio_riesgo,658.03,13922.44,0.074,0,4.26,7489.91,23.7,bajo,0.0008,0,3
C02754,medio_riesgo,706.24,6288.8,0.366,0,3.9,8990.14,53.9,medio,0.0046,0,4
C02755,medio_riesgo,637.68,7787.3,0.465,0,2.68,1752.23,52.5,bajo,0.0047,0,3
C02756,medio_riesgo,585.51,8772.27,0.384,0,3.58,3567.94,55.9,bajo,0.0041,0,3
C02757,bajo_riesgo,802.37,14387.43,0.167,0,5.87,2577.97,36.0,alto,0.0005,0,0
C02758,alto_riesgo,535.11,5869.76,0.668,2,5.18,5898.43,44.8,bajo,0.0462,0,5
C02759,medio_riesgo,566.56,10199.55,0.103,2,1.96,5197.06,40.4,medio,0.0093,0,4
C02760,medio_riesgo,571.28,8273.58,0.424,0,5.62,2896.96,51.8,medio,0.0049,0,4
C02761,medio_riesgo,719.55,10010.76,0.445,0,2.94,6592.5,39.7,bajo,0.0023,0,3
C02762,alto_riesgo,558.83,6014.96,0.4,1,2.07,15063.73,48.9,bajo,0.0155,0,1
C02763,alto_riesgo,571.37,6681.14,0.71,1,2.09,7680.83,3.6,bajo,0.0189,0,1
C02764,medio_riesgo,682.07,7051.8,0.419,1,2.01,1970.2,1.9,bajo,0.009,0,3
C02765,bajo_riesgo,716.8,13493.51,0.124,0,7.38,2139.96,27.7,medio,0.0008,0,2
C02766,medio_riesgo,566.86,10424.06,0.178,0,7.96,1796.74,7.6,medio,0.0024,0,2
C02767,medio_riesgo,606.26,10085.97,0.123,0,6.34,9477.31,52.4,medio,0.0022,0,4
C02768,medio_riesgo,639.75,10600.61,0.103,0,1.72,2715.86,29.8,medio,0.0017,0,4
C02769,medio_riesgo,615.45,12200.91,0.382,1,5.92,5431.72,51.7,bajo,0.0038,0,3
C02770,alto_riesgo,489.01,6192.96,0.615,3,0.66,2674.65,1.9,bajo,0.0896,0,5
C02771,alto_riesgo,362.59,6004.58,0.434,0,0.43,18942.14,56.5,bajo,0.0145,0,1
C02772,bajo_riesgo,807.07,12034.22,0.199,0,7.32,3896.46,18.8,medio,0.0009,0,2
C02773,medio_riesgo,577.53,6423.05,0.439,2,9.46,3182.45,40.3,bajo,0.0282,0,3
C02774,bajo_riesgo,777.13,18853.74,0.035,0,3.87,3082.36,9.2,alto,0.0002,0,0
C02775,bajo_riesgo,793.27,5934.91,0.019,0,7.62,3394.29,24.0,medio,0.0025,0,2
C02776,bajo_riesgo,753.4,10025.01,0.078,0,4.84,2279.15,55.7,medio,0.0013,0,2
C02777,medio_riesgo,560.63,9917.83,0.341,0,5.12,4088.2,40.3,bajo,0.0033,0,3
C02778,medio_riesgo,647.7,9473.59,0.535,0,2.67,2516.54,35.7,bajo,0.0035,0,3
C02779,medio_riesgo,611.36,9537.42,0.395,0,2.66,3045.28,7.6,bajo,0.0033,0,3
C02780,bajo_riesgo,862.08,16554.17,0.099,0,5.32,2961.44,8.4,medio,0.0003,0,2
C02781,alto_riesgo,508.61,4353.69,0.65,1,1.42,882.0,19.5,bajo,0.0334,0,5
C02782,bajo_riesgo,791.88,14534.27,0.055,0,2.99,241.1,18.3,medio,0.0005,0,2
C02783,medio_riesgo,628.38,9215.05,0.18,0,4.58,2515.02,10.1,medio,0.0026,0,4
C02784,medio_riesgo,603.66,7978.9,0.125,0,0.84,3459.2,27.0,medio,0.0033,0,4
C02785,bajo_riesgo,779.3,17463.51,0.052,0,5.7,544.32,16.9,alto,0.0003,0,0
C02786,medio_riesgo,552.98,7288.58,0.273,0,3.49,5987.15,30.5,medio,0.0053,0,4
C02787,bajo_riesgo,778.57,15375.39,0.261,0,7.24,2264.92,8.4,medio,0.0005,0,2
C02788,bajo_riesgo,831.88,20304.9,0.277,1,1.24,4330.7,51.2,alto,0.0003,0,0
C02789,bajo_riesgo,849.49,14768.48,0.14,0,5.4,11984.38,0.7,alto,0.0004,0,0
C02790,medio_riesgo,648.89,5920.75,0.568,0,4.67,5751.18,14.8,medio,0.0074,0,4
C02791,alto_riesgo,499.76,6571.66,0.687,0,1.22,5702.61,52.6,bajo,0.0117,0,3
C02792,bajo_riesgo,807.8,17938.71,0.237,1,7.12,1446.49,44.2,alto,0.0006,0,0
C02793,bajo_riesgo,797.15,14056.73,0.305,0,4.69,4748.91,27.3,alto,0.0007,0,0
C02794,medio_riesgo,638.94,13988.33,0.475,0,5.9,1874.39,15.2,medio,0.0014,0,4
C02795,medio_riesgo,615.16,10784.78,0.266,0,2.2,1205.03,1.9,medio,0.0022,0,4
C02796,alto_riesgo,541.17,3382.39,0.796,0,0.69,4786.55,6.3,bajo,0.022,0,3
C02797,bajo_riesgo,792.76,14218.97,0.033,1,2.92,3029.75,3.4,alto,0.001,0,0
C02798,medio_riesgo,661.12,14152.75,0.515,0,3.59,1937.18,34.7,bajo,0.0013,0,3
C02799,bajo_riesgo,837.43,14311.82,0.075,0,10.47,2679.3,17.0,medio,0.0004,0,2
C02800,bajo_riesgo,767.2,18447.93,0.191,0,6.93,3418.22,32.9,medio,0.0003,0,2
C02801,bajo_riesgo,767.82,15198.92,0.033,0,5.97,3391.79,48.7,alto,0.0004,0,0
C02802,medio_riesgo,697.96,10378.22,0.571,0,7.41,4745.26,18.2,medio,0.0026,0,4
C02803,alto_riesgo,500.04,8900.69,0.79,1,6.66,9677.66,47.9,bajo,0.0166,0,1
C02804,alto_riesgo,432.25,5792.84,0.687,7,2.9,5108.64,17.4,bajo,0.6941,1,5
C02805,alto_riesgo,576.21,4599.32,0.562,2,5.06,4586.67,54.0,bajo,0.0464,0,5
C02806,medio_riesgo,676.2,8235.41,0.358,0,4.75,10184.64,54.2,medio,0.0033,0,4
C02807,alto_riesgo,400.35,7815.91,0.641,2,3.37,860.14,36.4,bajo,0.0454,0,5
C02808,medio_riesgo,670.18,9683.84,0.259,0,1.95,4739.35,55.5,medio,0.0023,0,4
C02809,medio_riesgo,604.91,9345.4,0.603,0,6.03,1366.7,49.3,medio,0.0044,0,4
C02810,medio_riesgo,598.98,8107.63,0.687,0,3.72,6803.63,27.0,medio,0.0064,0,4
C02811,bajo_riesgo,766.88,13919.95,0.353,0,7.06,252.68,0.1,alto,0.0008,0,0
C02812,alto_riesgo,577.27,4354.75,0.632,2,4.47,3635.04,39.7,bajo,0.0524,0,5
C02813,medio_riesgo,723.55,8808.73,0.574,0,2.02,5119.53,27.2,medio,0.0034,0,4
C02814,alto_riesgo,404.19,2249.03,0.771,0,3.14,13794.88,9.0,bajo,0.0396,0,1
C02815,bajo_riesgo,764.65,13907.88,0.177,0,4.85,2509.62,4.0,medio,0.0007,0,2
C02816,bajo_riesgo,804.33,17389.95,0.24,0,5.11,1502.98,29.6,alto,0.0003,0,0
C02817,alto_riesgo,569.17,3810.2,0.679,1,2.47,2061.34,19.7,bajo,0.0321,0,5
C02818,alto_riesgo,628.49,8004.52,0.333,1,3.86,20284.06,55.0,bajo,0.0079,0,1
C02819,alto_riesgo,484.09,4872.87,0.403,2,3.87,4640.7,31.0,bajo,0.0477,0,5
C02820,alto_riesgo,628.53,5158.16,0.664,2,0.51,2155.22,47.5,bajo,0.0403,0,5
C02821,alto_riesgo,546.51,7052.08,0.155,2,0.0,4809.48,38.0,bajo,0.0196,0,5
C02822,bajo_riesgo,758.2,18130.98,0.085,0,6.66,1318.33,16.4,alto,0.0003,0,0
C02823,medio_riesgo,622.03,13191.26,0.526,0,5.71,8691.61,27.7,medio,0.0018,0,4
C02824,medio_riesgo,596.89,6463.32,0.412,1,1.69,9945.0,28.4,bajo,0.0129,0,1
C02825,bajo_riesgo,852.71,10841.95,0.101,0,6.84,166.15,48.7,alto,0.0009,0,0
C02826,medio_riesgo,648.49,11468.34,0.291,2,4.9,1518.63,59.6,bajo,0.0071,0,3
C02827,bajo_riesgo,834.78,16012.17,0.112,0,5.79,1417.94,39.5,medio,0.0003,0,2
C02828,bajo_riesgo,835.2,20683.88,0.326,0,3.5,3882.43,20.8,alto,0.0002,0,0
C02829,alto_riesgo,583.24,4300.19,0.757,1,2.13,5912.52,14.9,bajo,0.0307,0,5
C02830,bajo_riesgo,875.53,11857.61,0.21,0,5.42,4323.13,0.2,alto,0.0007,0,0
C02831,bajo_riesgo,828.02,18794.09,0.155,0,5.37,1535.52,53.4,alto,0.0002,0,0
C02832,alto_riesgo,538.62,6652.54,0.8,4,4.58,1470.07,19.3,bajo,0.163,1,5
C02833,bajo_riesgo,777.5,16141.69,0.079,1,4.39,1754.14,2.4,alto,0.0007,0,0
C02834,bajo_riesgo,814.5,19675.43,0.141,0,4.53,1101.41,0.1,alto,0.0002,0,0
C02835,alto_riesgo,454.16,5008.78,0.582,1,0.0,3102.74,14.5,bajo,0.0318,0,5
C02836,medio_riesgo,548.24,9343.9,0.372,0,2.6,6021.66,51.6,medio,0.004,0,4
C02837,bajo_riesgo,702.25,14189.15,0.164,0,7.59,767.96,54.6,alto,0.0007,0,0
C02838,medio_riesgo,588.42,12642.9,0.41,1,0.0,1857.06,19.5,medio,0.0039,0,4
C02839,alto_riesgo,509.43,6152.0,0.812,1,0.0,4612.51,28.5,bajo,0.0283,0,5
C02840,bajo_riesgo,731.38,16535.4,0.071,0,2.82,3454.47,48.2,medio,0.0004,0,2
C02841,medio_riesgo,520.0,6504.56,0.218,0,4.62,882.36,6.4,medio,0.0064,0,4
C02842,medio_riesgo,515.56,9759.68,0.499,1,1.21,1886.45,3.2,medio,0.0095,0,4
C02843,bajo_riesgo,747.72,16150.52,0.035,0,8.06,851.22,20.5,medio,0.0004,0,2
C02844,medio_riesgo,680.3,12386.79,0.503,0,1.78,3909.67,10.4,bajo,0.0017,0,3
C02845,alto_riesgo,456.51,4703.44,0.458,0,1.21,525.45,21.8,bajo,0.0146,0,3
C02846,medio_riesgo,527.84,5702.56,0.22,0,6.1,4639.81,44.0,medio,0.0073,0,4
C02847,alto_riesgo,438.36,4583.44,0.654,1,0.71,3366.75,17.2,bajo,0.0393,0,5
C02848,bajo_riesgo,811.44,17636.28,0.062,0,7.61,1527.99,37.6,alto,0.0002,0,0
C02849,alto_riesgo,425.82,8045.67,0.546,2,2.94,19664.17,29.5,bajo,0.0362,0,1
C02850,medio_riesgo,667.02,11518.08,0.337,0,1.95,7337.08,51.1,medio,0.0017,0,4
C02851,medio_riesgo,654.11,2854.98,0.532,1,3.27,1449.06,21.3,medio,0.0254,0,4
C02852,alto_riesgo,443.73,4259.8,0.941,2,2.66,5773.8,37.5,bajo,0.1087,0,5
C02853,alto_riesgo,531.1,5065.09,0.64,2,2.6,1430.19,29.7,bajo,0.0528,0,5
C02854,alto_riesgo,414.55,7499.85,0.69,1,0.97,11607.04,4.7,bajo,0.025,0,1
C02855,alto_riesgo,447.0,5577.55,0.6,1,1.34,5063.29,21.5,bajo,0.0297,0,5
C02856,medio_riesgo,565.45,8432.43,0.387,1,4.61,3655.09,9.1,medio,0.0093,0,4
C02857,medio_riesgo,600.89,9263.43,0.399,0,5.23,8132.88,1.6,bajo,0.0036,0,3
C02858,bajo_riesgo,770.18,16203.52,0.276,0,4.68,1118.51,11.4,alto,0.0005,0,0
C02859,bajo_riesgo,800.86,14805.88,0.179,0,4.81,521.67,24.9,alto,0.0005,0,0
C02860,medio_riesgo,657.2,9308.09,0.189,0,3.96,2557.95,37.7,bajo,0.0023,0,3
C02861,medio_riesgo,612.68,10982.49,0.35,0,3.2,3623.72,5.9,bajo,0.0023,0,3
C02862,alto_riesgo,486.57,5836.7,0.67,2,2.41,3621.89,49.9,bajo,0.0535,0,5
C02863,bajo_riesgo,733.49,16434.02,0.315,0,5.23,1115.16,41.1,alto,0.0005,0,0
C02864,medio_riesgo,494.14,10551.08,0.415,0,2.89,5071.02,31.9,medio,0.0039,0,4
C02865,medio_riesgo,695.66,8135.1,0.513,1,7.06,2678.17,20.2,medio,0.0078,0,4
C02866,medio_riesgo,639.93,4691.41,0.447,1,1.95,569.78,57.0,medio,0.0168,0,4
C02867,bajo_riesgo,786.29,15733.06,0.163,0,4.86,1814.25,57.7,alto,0.0004,0,0
C02868,bajo_riesgo,752.28,15968.17,0.312,0,7.23,3362.75,26.2,alto,0.0005,0,0
C02869,bajo_riesgo,818.17,12690.77,0.2,0,6.25,2256.58,54.7,medio,0.0007,0,2
C02870,medio_riesgo,556.19,8385.6,0.379,1,3.29,4352.28,0.5,medio,0.0096,0,4
C02871,bajo_riesgo,781.8,18315.0,0.265,0,6.09,2899.51,27.3,medio,0.0003,0,2
C02872,bajo_riesgo,814.94,14619.57,0.356,0,7.3,1076.3,39.7,medio,0.0006,0,2
C02873,alto_riesgo,575.01,6387.88,0.527,0,0.11,15857.58,44.7,bajo,0.008,0,1
C02874,bajo_riesgo,737.33,12972.87,0.256,0,6.65,3713.47,33.7,alto,0.001,0,0
C02875,bajo_riesgo,779.27,16213.8,0.292,0,6.56,2720.6,39.1,medio,0.0005,0,2
C02876,medio_riesgo,594.65,8921.54,0.308,2,7.78,14046.71,34.2,medio,0.0141,0,4
C02877,medio_riesgo,604.52,11580.8,0.406,1,1.17,16071.11,25.5,medio,0.0045,0,1
C02878,medio_riesgo,615.4,9746.69,0.035,1,3.67,5357.94,14.4,bajo,0.0041,0,3
C02879,medio_riesgo,538.87,9344.55,0.136,0,3.21,11433.29,55.8,medio,0.0031,0,4
C02880,medio_riesgo,654.92,9017.95,0.441,0,1.78,1211.85,47.7,bajo,0.0034,0,3
C02881,medio_riesgo,562.41,9343.74,0.333,0,4.14,5304.97,35.1,medio,0.0037,0,4
C02882,bajo_riesgo,747.5,11943.55,0.115,0,7.62,3810.6,7.9,medio,0.001,0,2
C02883,bajo_riesgo,809.49,14714.99,0.032,1,4.89,2768.07,11.8,alto,0.0008,0,0
C02884,bajo_riesgo,855.4,12813.53,0.245,0,6.82,4595.39,47.3,alto,0.0007,0,0
C02885,medio_riesgo,552.65,4901.07,0.525,2,4.4,2561.58,20.3,bajo,0.0448,0,5
C02886,bajo_riesgo,784.23,16712.68,0.264,0,5.64,955.97,22.6,alto,0.0004,0,0
C02887,bajo_riesgo,833.37,12925.01,0.209,0,5.54,2977.11,41.3,alto,0.0007,0,0
C02888,medio_riesgo,639.53,12782.02,0.28,1,1.68,3582.58,22.0,medio,0.0028,0,4
C02889,bajo_riesgo,726.1,13456.8,0.012,0,8.56,3680.55,39.3,alto,0.0007,0,0
C02890,medio_riesgo,526.33,8308.85,0.375,0,6.63,3794.36,24.5,bajo,0.0053,0,3
C02891,medio_riesgo,664.97,7472.47,0.57,0,2.61,5398.28,24.5,medio,0.0052,0,4
C02892,medio_riesgo,643.27,8099.5,0.403,0,3.31,808.23,32.4,medio,0.004,0,4
C02893,bajo_riesgo,748.41,15476.09,0.347,0,2.86,2140.12,22.0,alto,0.0006,0,0
C02894,medio_riesgo,612.87,10403.74,0.148,1,4.46,4944.53,26.8,medio,0.0041,0,4
C02895,alto_riesgo,506.28,4545.89,0.632,3,2.62,10752.79,19.5,bajo,0.1172,0,5
C02896,alto_riesgo,581.78,5670.96,0.89,2,0.0,7486.53,8.8,bajo,0.0541,0,5
C02897,bajo_riesgo,799.33,11736.96,0.256,0,8.31,1628.08,41.6,alto,0.001,0,0
C02898,bajo_riesgo,725.01,15650.7,0.365,0,6.7,2073.65,47.0,medio,0.0007,0,2
C02899,bajo_riesgo,745.09,15428.49,0.264,0,5.82,4738.09,24.4,alto,0.0006,0,0
C02900,bajo_riesgo,802.88,17934.84,0.252,0,4.3,2768.35,52.2,alto,0.0003,0,0
C02901,medio_riesgo,618.34,11108.34,0.621,3,2.94,709.38,40.4,bajo,0.0246,0,5
C02902,bajo_riesgo,787.73,13492.54,0.088,2,4.8,3728.37,36.4,alto,0.0025,0,0
C02903,alto_riesgo,555.56,3766.69,0.494,1,4.83,13726.23,19.0,bajo,0.0272,0,1
C02904,medio_riesgo,643.75,10711.49,0.556,0,4.36,2455.05,2.0,bajo,0.0029,0,3
C02905,medio_riesgo,679.62,8658.49,0.392,0,0.17,3274.84,6.6,medio,0.0032,0,4
C02906,bajo_riesgo,732.87,14910.71,0.371,0,1.19,1949.62,54.3,alto,0.0008,0,0
C02907,bajo_riesgo,710.93,14046.15,0.301,0,6.91,2281.81,1.2,alto,0.0009,0,0
C02908,bajo_riesgo,808.44,16058.21,0.283,0,3.86,3092.14,16.8,medio,0.0004,0,2
C02909,alto_riesgo,499.62,6227.19,0.563,1,6.06,12563.1,44.6,bajo,0.0215,0,1
C02910,medio_riesgo,657.94,9589.09,0.411,0,4.8,920.08,19.1,medio,0.0029,0,4
C02911,medio_riesgo,710.77,8989.13,0.159,1,5.07,3042.2,19.8,bajo,0.0041,0,3
C02912,bajo_riesgo,702.7,18905.49,0.103,0,6.76,1162.7,51.6,alto,0.0003,0,0
