ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago
C02373,alto_riesgo,585.38,5956.56,0.717,0,3.28,11522.41,47.7,bajo,0.0106,0
C02374,medio_riesgo,594.48,8248.98,0.23,1,5.45,1688.67,56.4,bajo,0.0073,0
C02375,medio_riesgo,697.57,17612.69,0.25,0,3.64,1592.63,6.5,medio,0.0004,0
C02376,medio_riesgo,690.27,11020.07,0.392,0,5.65,1335.87,10.1,medio,0.0019,0
C02377,medio_riesgo,657.79,13208.12,0.278,0,1.19,2104.58,54.1,bajo,0.0012,0
C02378,bajo_riesgo,735.49,19907.17,0.085,0,5.74,1014.0,29.9,medio,0.0002,0
C02379,bajo_riesgo,657.92,19319.6,0.298,0,6.99,1231.65,58.3,alto,0.0004,0
C02380,bajo_riesgo,770.97,14853.37,0.099,0,5.43,2212.14,23.7,medio,0.0005,0
C02381,medio_riesgo,456.77,6103.84,0.237,1,6.14,4152.8,11.2,bajo,0.017,0
C02382,alto_riesgo,479.01,8201.21,0.823,1,1.02,3621.0,6.9,bajo,0.021,0
C02383,alto_riesgo,481.42,7743.59,0.551,3,1.32,5666.33,32.0,bajo,0.064,0
C02384,medio_riesgo,580.3,8957.1,0.412,0,1.12,2127.85,36.4,bajo,0.0041,0
C02385,bajo_riesgo,744.14,9121.93,0.161,0,4.61,1180.17,30.8,alto,0.0018,0
C02386,bajo_riesgo,735.71,18401.93,0.196,0,4.92,4285.1,36.3,alto,0.0003,0
C02387,bajo_riesgo,763.41,17596.96,0.217,0,7.85,2465.45,43.6,alto,0.0003,0
C02388,bajo_riesgo,786.9,10825.77,0.079,0,5.63,887.3,35.4,alto,0.001,0
C02389,bajo_riesgo,740.05,12899.54,0.112,0,10.34,630.76,45.4,alto,0.0008,0
C02390,bajo_riesgo,787.41,15657.85,0.159,0,8.09,6446.5,35.3,alto,0.0004,0
C02391,bajo_riesgo,775.5,12744.18,0.096,0,6.35,364.13,58.5,alto,0.0007,0
C02392,bajo_riesgo,782.35,6068.49,0.113,0,6.52,2594.57,40.4,alto,0.0028,0
C02393,medio_riesgo,592.04,7512.71,0.437,0,6.64,10665.2,46.1,medio,0.0055,0
C02394,medio_riesgo,634.67,14263.2,0.441,1,7.22,4379.35,21.0,medio,0.0025,0
C02395,medio_riesgo,550.79,13108.36,0.382,0,4.68,1359.73,13.6,medio,0.0019,0
C02396,bajo_riesgo,828.02,19078.3,0.212,0,7.06,2113.45,29.4,alto,0.0002,0
C02397,alto_riesgo,441.52,3920.45,0.534,0,3.41,5042.93,42.2,bajo,0.0195,0
C02398,medio_riesgo,687.95,7641.13,0.265,0,1.44,2304.81,5.7,medio,0.0033,0
C02399,medio_riesgo,724.82,9565.0,0.533,0,3.52,8501.91,41.0,medio,0.0027,0
C02400,alto_riesgo,476.26,6214.55,0.545,3,5.74,405.32,37.4,bajo,0.0857,0
C02401,medio_riesgo,622.4,8361.42,0.475,0,5.71,1554.4,48.1,medio,0.0044,0
C02402,bajo_riesgo,713.61,10614.19,0.067,0,6.8,6894.54,57.8,alto,0.0013,0
C02403,bajo_riesgo,778.27,13177.79,0.182,0,8.17,3543.65,28.4,alto,0.0007,0
C02404,alto_riesgo,467.68,7909.93,0.457,0,1.21,6912.38,1.9,bajo,0.0075,0
C02405,alto_riesgo,538.48,5026.14,0.331,2,0.0,6712.11,44.6,bajo,0.0365,0
C02406,medio_riesgo,698.64,11804.03,0.309,1,0.6,3204.74,5.4,medio,0.0029,0
C02407,medio_riesgo,650.86,9909.65,0.448,0,2.95,2899.45,15.8,medio,0.0029,0
C02408,alto_riesgo,436.96,5778.01,0.766,1,3.94,9329.93,37.9,bajo,0.0357,0
C02409,bajo_riesgo,734.78,19079.28,0.263,0,6.75,3749.77,12.3,alto,0.0003,0
C02410,bajo_riesgo,774.88,14734.08,0.141,0,9.58,5720.72,55.5,alto,0.0005,0
C02411,alto_riesgo,637.67,5201.86,0.844,0,5.38,16158.09,6.2,bajo,0.0122,0
C02412,bajo_riesgo,779.94,16379.56,0.116,0,6.37,1527.78,36.4,medio,0.0004,0
C02413,alto_riesgo,614.81,7993.81,0.443,3,1.79,2952.52,48.8,bajo,0.0369,0
C02414,bajo_riesgo,756.09,17184.53,0.101,0,7.92,2458.81,32.3,alto,0.0003,0
C02415,alto_riesgo,489.3,2125.05,0.814,0,2.1,7345.79,2.8,bajo,0.0334,0
C02416,bajo_riesgo,766.74,11515.9,0.386,0,6.23,1900.23,39.7,alto,0.0014,0
C02417,bajo_riesgo,783.91,13103.75,0.226,0,6.06,2463.85,59.6,alto,0.0008,0
C02418,bajo_riesgo,780.26,17939.39,0.183,0,4.5,2520.22,54.1,alto,0.0003,0
C02419,alto_riesgo,576.79,7076.44,0.633,2,6.24,1762.39,48.5,bajo,0.0312,0
C02420,alto_riesgo,467.28,3335.55,0.626,1,1.13,9938.43,10.6,bajo,0.0445,0
C02421,medio_riesgo,634.77,7311.25,0.48,1,5.27,3969.14,54.7,medio,0.0105,0
C02422,medio_riesgo,559.62,7798.31,0.336,0,4.15,6372.4,34.2,medio,0.005,0
C02423,bajo_riesgo,782.46,12323.64,0.189,0,5.64,336.29,41.6,alto,0.0009,0
C02424,medio_riesgo,586.59,11147.21,0.555,0,1.44,8070.55,27.1,medio,0.0031,0
C02425,bajo_riesgo,730.9,21192.83,0.147,0,5.04,7473.86,18.1,alto,0.0002,0
C02426,medio_riesgo,583.01,13622.9,0.559,2,3.99,9926.98,35.1,bajo,0.0077,0
C02427,alto_riesgo,475.98,4104.74,0.593,3,4.15,8130.74,23.7,bajo,0.1315,0
C02428,bajo_riesgo,782.16,16601.78,0.176,0,7.25,2683.86,54.7,alto,0.0004,0
C02429,bajo_riesgo,740.68,15497.48,0.086,0,5.67,4783.46,12.5,alto,0.0005,0
C02430,medio_riesgo,733.13,6131.66,0.556,1,4.74,2729.68,56.6,medio,0.0109,0
C02431,alto_riesgo,548.85,5137.88,0.721,1,0.45,8641.58,29.9,bajo,0.0277,0
C02432,alto_riesgo,635.67,7328.74,0.755,0,4.59,3028.1,5.5,bajo,0.0073,0
C02433,alto_riesgo,569.51,1777.19,0.697,1,3.1,22852.54,40.7,bajo,0.0484,0
C02434,medio_riesgo,618.72,6925.9,0.377,1,7.9,6890.06,4.9,medio,0.0106,0
C02435,bajo_riesgo,792.42,14662.64,0.094,0,5.71,2993.07,48.7,alto,0.0005,0
C02436,medio_riesgo,623.48,6689.71,0.46,0,4.88,1570.8,22.2,bajo,0.006,0
C02437,alto_riesgo,358.03,9490.31,0.745,0,3.36,7126.53,40.4,bajo,0.0107,0
C02438,medio_riesgo,539.78,13157.58,0.22,0,9.61,2885.74,35.9,bajo,0.0016,0
C02439,medio_riesgo,709.9,7902.76,0.822,1,5.24,5550.26,18.9,medio,0.0113,0
C02440,medio_riesgo,640.98,9250.85,0.454,0,6.68,3874.03,19.2,bajo,0.0034,0
C02441,alto_riesgo,445.45,7944.61,0.448,1,3.63,6114.31,58.6,bajo,0.0157,0
C02442,bajo_riesgo,832.96,8906.59,0.103,0,5.83,638.22,35.8,alto,0.0013,0
C02443,bajo_riesgo,802.42,15640.95,0.122,0,6.75,2434.96,52.9,alto,0.0004,0
C02444,bajo_riesgo,894.63,16517.61,0.042,0,7.09,5356.03,16.4,alto,0.0002,0
C02445,bajo_riesgo,786.12,14088.58,0.152,0,9.0,1551.01,43.6,alto,0.0006,0
C02446,medio_riesgo,692.27,10530.39,0.228,1,3.47,5099.99,19.0,medio,0.0035,0
C02447,bajo_riesgo,799.17,16268.65,0.32,0,6.08,5736.29,7.0,alto,0.0004,0
C02448,bajo_riesgo,791.21,15907.97,0.194,0,8.09,1380.65,37.6,alto,0.0004,0
C02449,medio_riesgo,652.09,5385.47,0.592,0,2.48,8899.22,22.3,bajo,0.0084,0
C02450,medio_riesgo,653.97,8129.57,0.262,1,3.52,2273.87,7.1,medio,0.0065,0
C02451,medio_riesgo,534.63,11570.35,0.631,0,5.54,6931.98,29.8,medio,0.0036,0
C02452,medio_riesgo,564.89,10089.07,0.454,1,3.06,9339.33,24.7,bajo,0.0073,0
C02453,bajo_riesgo,804.31,16889.49,0.351,0,9.19,1747.75,16.2,medio,0.0004,0
C02454,medio_riesgo,630.78,13831.73,0.267,1,4.23,3238.22,7.3,medio,0.0023,0
C02455,bajo_riesgo,726.23,9137.38,0.132,1,4.55,1086.49,36.6,alto,0.0037,0
C02456,alto_riesgo,379.41,5564.7,0.69,5,3.47,3372.78,7.7,bajo,0.4077,0
C02457,alto_riesgo,582.32,7148.6,0.789,1,0.61,4407.09,48.5,bajo,0.0183,0
C02458,alto_riesgo,645.17,4309.1,0.639,1,4.62,4931.79,1.0,bajo,0.0223,0
C02459,alto_riesgo,412.13,6843.73,0.635,0,4.01,1851.7,50.8,bajo,0.0135,0
C02460,alto_riesgo,659.32,8129.54,0.445,2,6.68,3493.21,15.0,bajo,0.016,0
C02461,bajo_riesgo,765.85,19848.61,0.048,0,7.37,4185.34,36.8,alto,0.0002,0
C02462,medio_riesgo,612.43,6842.98,0.285,2,4.84,1623.01,36.3,medio,0.0196,0
C02463,bajo_riesgo,831.16,17266.57,0.109,0,7.99,3670.5,19.1,medio,0.0003,0
C02464,bajo_riesgo,763.44,16598.4,0.085,0,6.68,260.12,36.1,alto,0.0003,0
C02465,medio_riesgo,617.96,5582.98,0.36,0,7.4,2048.89,28.2,medio,0.0068,0
C02466,bajo_riesgo,764.92,9603.66,0.093,0,6.04,2762.78,40.7,alto,0.0014,0
C02467,bajo_riesgo,737.61,15679.93,0.101,0,3.06,1264.43,19.8,alto,0.0005,0
C02468,medio_riesgo,682.03,4379.58,0.395,1,5.89,7580.9,24.1,medio,0.0148,0
C02469,bajo_riesgo,808.52,17159.66,0.051,0,3.85,1642.98,44.8,alto,0.0003,0
C02470,medio_riesgo,640.85,14154.79,0.285,0,6.03,7236.5,3.6,medio,0.001,0
C02471,bajo_riesgo,755.08,12587.04,0.047,0,2.44,6477.08,57.3,alto,0.0008,0
C02472,bajo_riesgo,778.57,18811.61,0.073,0,5.59,2660.13,22.2,medio,0.0002,0
C02473,alto_riesgo,507.85,6853.82,0.765,2,0.1,9852.15,56.0,bajo,0.0463,0
C02474,bajo_riesgo,802.43,14832.26,0.118,0,6.18,790.39,18.9,alto,0.0005,0
C02475,medio_riesgo,602.36,9349.93,0.504,0,3.61,4414.51,48.0,medio,0.004,0
C02476,alto_riesgo,581.67,7289.02,0.506,1,3.11,1737.18,8.6,bajo,0.0128,0
C02477,medio_riesgo,630.35,12817.94,0.222,0,4.31,2703.51,45.1,medio,0.0013,0
C02478,medio_riesgo,559.06,6623.21,0.207,0,0.84,4001.22,33.0,bajo,0.0055,0
C02479,bajo_riesgo,815.58,11702.77,0.091,0,4.42,6278.6,36.9,alto,0.0008,0
C02480,medio_riesgo,568.29,9734.46,0.342,0,6.01,5859.16,49.9,bajo,0.0034,0
C02481,bajo_riesgo,809.17,15984.34,0.23,0,7.68,1239.93,27.6,alto,0.0004,0
C02482,bajo_riesgo,785.77,11774.51,0.105,0,6.65,956.4,42.5,alto,0.0009,0
C02483,medio_riesgo,676.11,4416.95,0.608,0,1.85,6442.41,5.5,medio,0.0096,0
C02484,alto_riesgo,468.03,6681.59,0.525,0,1.34,5425.21,58.3,bajo,0.0103,0
C02485,bajo_riesgo,716.43,13561.19,0.08,0,4.71,1487.44,30.7,alto,0.0007,0
C02486,bajo_riesgo,831.88,14296.4,0.129,0,4.48,3765.17,49.8,medio,0.0005,0
C02487,medio_riesgo,582.48,9719.43,0.367,2,4.24,542.0,2.5,medio,0.0134,0
C02488,bajo_riesgo,774.31,21681.57,0.023,0,6.86,6240.33,8.5,alto,0.0001,0
C02489,medio_riesgo,613.42,16942.33,0.26,0,1.97,953.96,39.2,bajo,0.0006,0
C02490,medio_riesgo,686.69,13704.41,0.322,0,2.26,3972.88,18.8,medio,0.001,0
C02491,bajo_riesgo,737.67,11274.04,0.153,0,1.27,7001.14,45.7,alto,0.0012,0
C02492,medio_riesgo,659.62,11464.41,0.493,0,4.09,5091.65,47.3,bajo,0.0022,0
C02493,bajo_riesgo,790.18,14794.33,0.047,0,5.51,936.35,41.2,alto,0.0004,0
C02494,medio_riesgo,596.44,5757.14,0.138,1,6.08,8384.06,36.3,bajo,0.0107,0
C02495,bajo_riesgo,769.37,11731.23,0.2,0,3.35,2240.79,37.2,medio,0.001,0
C02496,alto_riesgo,508.72,3489.02,0.709,1,1.44,8901.97,54.7,bajo,0.0421,0
C02497,medio_riesgo,588.77,9538.0,0.264,0,7.93,589.62,54.2,medio,0.003,0
C02498,bajo_riesgo,749.06,17214.26,0.287,0,5.24,1744.07,39.1,alto,0.0004,0
C02499,bajo_riesgo,826.49,12108.15,0.215,0,8.44,2789.4,22.3,alto,0.0008,0
C02500,bajo_riesgo,771.77,18427.48,0.075,0,3.33,2404.58,9.7,alto,0.0002,0
C02501,bajo_riesgo,857.4,19269.28,0.25,0,5.83,1818.12,39.0,medio,0.0002,0
C02502,bajo_riesgo,727.73,14297.13,0.094,0,7.21,10247.6,23.9,medio,0.0006,0
C02503,bajo_riesgo,754.89,15270.89,0.133,0,7.46,1123.6,26.3,alto,0.0005,0
C02504,medio_riesgo,604.9,7840.57,0.43,0,5.82,2560.83,26.8,medio,0.0049,0
C02505,bajo_riesgo,810.88,19071.24,0.224,0,5.66,2474.56,23.9,alto,0.0002,0
C02506,bajo_riesgo,823.98,16918.72,0.51,0,5.68,1744.11,49.9,alto,0.0005,0
C02507,bajo_riesgo,758.28,18913.06,0.173,0,3.47,1783.15,6.2,alto,0.0002,0
C02508,bajo_riesgo,773.28,15113.55,0.414,0,5.87,5449.05,29.8,medio,0.0007,0
C02509,bajo_riesgo,777.1,18194.69,0.166,0,7.14,2039.48,19.7,alto,0.0003,0
C02510,medio_riesgo,567.98,7797.65,0.354,0,1.86,1125.02,46.4,medio,0.005,0
C02511,medio_riesgo,614.16,7302.31,0.517,0,3.69,6995.55,14.0,medio,0.0059,0
C02512,medio_riesgo,688.63,8434.42,0.337,0,3.02,6574.5,26.9,medio,0.003,0
C02513,medio_riesgo,699.11,6784.31,0.358,1,7.83,7029.83,46.7,bajo,0.0084,0
C02514,medio_riesgo,675.56,9267.48,0.461,0,3.93,1014.61,24.5,bajo,0.0031,0
C02515,medio_riesgo,599.63,6325.28,0.556,0,5.76,2553.6,18.6,medio,0.0078,0
C02516,medio_riesgo,585.68,9811.35,0.262,0,5.16,4766.92,41.9,medio,0.0029,0
C02517,bajo_riesgo,718.26,10533.06,0.018,0,7.56,956.44,28.2,medio,0.0012,0
C02518,medio_riesgo,619.26,11581.54,0.533,0,5.77,5668.53,34.5,medio,0.0025,0
C02519,medio_riesgo,639.34,12996.29,0.353,1,4.84,5589.74,20.5,bajo,0.0029,0
C02520,bajo_riesgo,714.06,11302.47,0.338,0,7.07,705.72,38.0,alto,0.0016,0
C02521,bajo_riesgo,778.67,12779.52,0.181,0,6.92,1507.14,39.9,alto,0.0008,0
C02522,alto_riesgo,505.45,6175.01,0.852,3,0.79,7367.37,26.5,bajo,0.1111,0
C02523,alto_riesgo,439.19,8280.61,0.836,1,0.05,5641.58,10.7,bajo,0.0237,0
C02524,medio_riesgo,513.65,9640.69,0.348,2,7.73,5208.35,16.8,medio,0.0163,0
C02525,bajo_riesgo,780.55,17939.37,0.134,0,5.38,1560.24,20.0,medio,0.0003,0
C02526,medio_riesgo,699.4,6833.96,0.69,1,6.96,5611.71,28.6,medio,0.0123,0
C02527,medio_riesgo,498.91,10799.04,0.355,0,3.3,2500.8,55.9,medio,0.0034,0
C02528,alto_riesgo,554.56,5096.16,0.721,1,0.0,10717.78,1.5,bajo,0.0274,0
C02529,bajo_riesgo,796.21,12956.87,0.1,0,8.93,3429.53,12.1,alto,0.0007,0
C02530,medio_riesgo,681.96,7983.39,0.16,0,3.74,1019.96,0.7,bajo,0.0027,0
C02531,medio_riesgo,589.17,11974.01,0.282,1,5.72,3466.6,37.7,medio,0.0038,0
C02532,medio_riesgo,504.06,12999.48,0.286,1,5.76,2729.11,14.1,medio,0.004,0
C02533,medio_riesgo,515.68,5326.25,0.525,0,4.08,5323.34,59.7,medio,0.0117,0
C02534,alto_riesgo,452.07,7525.67,0.264,1,1.09,1005.3,11.8,bajo,0.0135,0
C02535,alto_riesgo,476.6,4999.15,0.543,1,3.4,5980.39,27.1,bajo,0.0285,0
C02536,medio_riesgo,664.67,10652.67,0.38,1,5.17,3416.69,18.5,medio,0.0044,0
C02537,medio_riesgo,535.75,10920.66,0.303,1,5.22,4921.24,15.9,medio,0.0056,0
C02538,alto_riesgo,415.97,7340.44,0.806,1,2.59,10210.54,57.4,bajo,0.0293,0
C02539,alto_riesgo,404.36,4941.51,0.604,2,2.39,7051.42,52.7,bajo,0.074,0
C02540,alto_riesgo,416.41,6269.58,0.607,2,0.69,1419.62,0.5,bajo,0.056,0
C02541,medio_riesgo,692.14,13640.04,0.498,0,4.84,4708.47,21.7,medio,0.0013,0
C02542,medio_riesgo,700.51,8541.74,0.402,0,3.69,723.64,39.5,medio,0.0031,0
C02543,alto_riesgo,519.01,7128.07,0.672,1,4.38,8685.0,28.5,bajo,0.0193,0
C02544,medio_riesgo,624.93,9585.07,0.523,0,6.99,4947.31,59.1,medio,0.0036,0
C02545,medio_riesgo,746.62,8551.67,0.47,1,5.89,3822.34,42.9,bajo,0.0058,0
C02546,bajo_riesgo,809.51,14613.66,0.11,0,5.42,3095.61,36.5,alto,0.0005,0
C02547,medio_riesgo,677.47,10855.9,0.667,0,6.43,4784.38,23.7,medio,0.0029,0
C02548,bajo_riesgo,763.9,15756.34,0.039,0,8.46,2533.34,10.2,alto,0.0004,0
C02549,alto_riesgo,417.46,4328.12,0.282,1,3.72,2464.55,42.6,bajo,0.0285,0
C02550,bajo_riesgo,840.69,15315.39,0.136,0,9.54,545.47,2.2,medio,0.0004,0
C02551,bajo_riesgo,780.1,12796.69,0.211,0,5.17,8687.53,55.7,alto,0.0008,0
C02552,alto_riesgo,472.0,6125.87,0.654,0,1.1,2354.46,23.0,bajo,0.0133,0
C02553,medio_riesgo,765.07,11107.97,0.156,0,4.44,15031.28,33.1,medio,0.0011,0
C02554,medio_riesgo,629.96,10858.96,0.186,0,2.65,220.5,24.3,medio,0.0019,0
C02555,alto_riesgo,513.08,12360.11,0.712,1,0.0,4238.53,21.9,bajo,0.0073,0
C02556,bajo_riesgo,784.05,11151.2,0.087,0,3.18,5098.9,59.0,medio,0.001,0
C02557,bajo_riesgo,839.82,15433.8,0.176,1,6.02,2335.42,33.8,alto,0.0008,0
C02558,medio_riesgo,557.75,9429.66,0.412,1,4.66,940.41,52.9,medio,0.008,0
C02559,alto_riesgo,404.49,4350.79,0.411,1,0.0,3235.06,11.7,bajo,0.0342,0
C02560,bajo_riesgo,862.14,15007.02,0.24,0,8.1,2322.83,32.5,alto,0.0004,0
C02561,bajo_riesgo,742.36,14299.64,0.121,0,3.35,1236.92,29.1,alto,0.0006,0
C02562,medio_riesgo,618.2,11108.21,0.648,0,7.62,1983.11,23.4,medio,0.0032,0
C02563,alto_riesgo,552.76,6028.19,0.352,3,4.65,2226.39,29.5,bajo,0.0578,0
C02564,medio_riesgo,601.77,5954.48,0.326,1,7.14,1786.08,14.5,bajo,0.0127,0
C02565,medio_riesgo,562.63,4314.25,0.16,2,7.75,466.58,47.6,medio,0.032,0
C02566,alto_riesgo,402.51,7804.81,0.598,1,0.0,3931.37,36.4,bajo,0.0219,0
C02567,medio_riesgo,693.15,7109.52,0.383,0,2.84,747.02,7.1,bajo,0.0041,0
C02568,medio_riesgo,563.73,12179.59,0.493,2,3.31,3029.31,29.1,medio,0.0101,0
C02569,bajo_riesgo,805.43,15016.85,0.184,0,5.12,1800.79,56.6,alto,0.0005,0
C02570,bajo_riesgo,796.35,18190.21,0.105,0,4.25,333.43,56.4,alto,0.0002,0
C02571,medio_riesgo,645.17,6658.14,0.327,0,0.75,2506.86,59.4,medio,0.0048,0
C02572,medio_riesgo,576.74,10529.33,0.525,0,1.21,2471.47,13.3,medio,0.0035,0
C02573,alto_riesgo,486.25,8643.2,0.618,0,2.23,10197.1,48.2,bajo,0.0074,0
C02574,bajo_riesgo,802.2,18239.09,0.176,0,7.37,2500.6,35.6,medio,0.0003,0
C02575,medio_riesgo,571.4,5508.64,0.323,2,2.54,6313.44,46.3,medio,0.03,0
C02576,bajo_riesgo,817.1,17040.62,0.22,0,4.69,3218.36,38.9,alto,0.0003,0
C02577,alto_riesgo,560.76,4897.78,0.302,1,5.28,16607.37,14.3,bajo,0.0171,0
C02578,medio_riesgo,555.78,8786.43,0.233,0,7.8,10736.77,5.6,bajo,0.0037,0
C02579,bajo_riesgo,765.54,17066.98,0.27,0,6.25,1991.63,29.3,medio,0.0004,0
C02580,alto_riesgo,459.09,8290.51,0.615,1,0.0,953.81,23.2,bajo,0.0172,0
C02581,bajo_riesgo,752.87,15832.87,0.023,0,3.41,2014.9,24.8,alto,0.0004,0
C02582,alto_riesgo,621.78,5646.69,0.651,2,0.95,5911.1,34.8,bajo,0.0368,0
C02583,bajo_riesgo,716.77,14413.51,0.139,0,5.97,1703.62,46.1,medio,0.0007,0
C02584,alto_riesgo,511.53,8830.07,0.848,1,5.08,9161.53,43.6,bajo,0.0174,0
C02585,bajo_riesgo,746.24,16021.98,0.146,0,3.89,1538.45,28.6,alto,0.0004,0
C02586,bajo_riesgo,854.73,17651.24,0.075,0,5.63,4729.99,31.9,alto,0.0002,0
C02587,medio_riesgo,626.67,13866.1,0.359,0,6.8,6772.99,34.9,bajo,0.0013,0
C02588,alto_riesgo,447.72,6569.8,0.579,0,0.0,5150.12,45.5,bajo,0.012,0
C02589,bajo_riesgo,771.12,17591.24,0.195,0,6.92,4375.73,52.8,alto,0.0003,0
C02590,bajo_riesgo,759.14,16123.41,0.148,0,7.42,2176.55,31.6,alto,0.0004,0
C02591,medio_riesgo,584.39,6851.33,0.369,1,0.1,2514.89,51.8,medio,0.0118,0
C02592,bajo_riesgo,721.19,10213.97,0.039,0,8.39,2358.25,56.0,alto,0.0013,0
C02593,bajo_riesgo,793.25,11761.4,0.094,0,6.52,2686.76,11.9,alto,0.0009,0
C02594,medio_riesgo,623.16,9569.63,0.181,0,3.24,617.62,28.0,medio,0.0024,0
C02595,medio_riesgo,665.91,9444.27,0.366,0,2.43,5009.48,19.8,bajo,0.0027,0
C02596,alto_riesgo,462.31,4243.34,0.887,3,5.12,3342.2,8.5,bajo,0.1793,0
C02597,alto_riesgo,420.5,5316.57,0.633,0,0.95,9300.61,15.9,bajo,0.0177,0
C02598,alto_riesgo,506.61,8077.22,0.443,0,2.64,2805.19,24.7,bajo,0.0063,0
C02599,alto_riesgo,433.13,5428.59,0.673,1,4.8,3908.64,31.2,bajo,0.0346,0
C02600,alto_riesgo,597.37,4620.78,0.934,1,0.85,3027.84,30.8,bajo,0.034,0
C02601,alto_riesgo,444.27,6197.99,0.754,3,0.0,6012.94,19.7,bajo,0.1173,0
C02602,alto_riesgo,369.91,3273.92,0.365,0,0.85,3522.22,57.2,bajo,0.0224,0
C02603,bajo_riesgo,782.15,10211.57,0.183,0,8.55,9674.99,3.1,alto,0.0013,0
C02604,alto_riesgo,540.64,5562.18,0.516,2,3.19,5187.51,45.9,bajo,0.0405,0
C02605,medio_riesgo,676.25,10631.66,0.171,1,5.15,2560.19,55.3,medio,0.0033,0
C02606,medio_riesgo,497.71,7418.17,0.303,0,7.59,1702.68,46.3,medio,0.0063,0
C02607,bajo_riesgo,731.54,16056.89,0.252,0,4.27,941.58,7.6,alto,0.0005,0
C02608,bajo_riesgo,731.44,12805.43,0.334,0,5.71,1726.54,52.1,medio,0.0011,0
C02609,bajo_riesgo,714.98,17461.76,0.082,0,5.25,2116.03,18.1,medio,0.0003,0
C02610,bajo_riesgo,779.15,14036.31,0.325,0,4.65,3230.34,14.4,alto,0.0007,0
C02611,alto_riesgo,494.03,3723.65,0.513,1,0.56,1916.34,56.5,bajo,0.0335,0
C02612,medio_riesgo,705.68,6318.65,0.26,0,3.55,4975.68,30.0,medio,0.004,0
C02613,alto_riesgo,551.54,5449.15,0.586,1,1.34,1865.02,26.7,bajo,0.0221,0
C02614,medio_riesgo,644.26,9225.89,0.504,0,4.82,1310.35,15.0,medio,0.0036,0
C02615,medio_riesgo,715.58,5700.36,0.618,0,0.0,3081.64,31.4,bajo,0.0067,0
C02616,bajo_riesgo,781.99,11668.21,0.134,0,4.25,3596.17,29.7,alto,0.0009,0
C02617,bajo_riesgo,801.12,16281.13,0.055,0,9.26,1180.37,21.1,alto,0.0003,0
C02618,bajo_riesgo,877.52,9693.48,0.112,0,6.04,1619.46,20.3,alto,0.001,0
C02619,medio_riesgo,575.03,11097.03,0.39,2,6.67,1560.95,16.2,medio,0.0107,0
C02620,alto_riesgo,444.85,2008.44,0.564,2,0.0,2506.29,43.8,bajo,0.1082,0
C02621,bajo_riesgo,815.9,10447.93,0.163,0,5.84,2683.52,52.9,alto,0.0011,0
C02622,bajo_riesgo,829.09,14734.91,0.18,0,6.57,946.34,35.9,alto,0.0005,0
C02623,medio_riesgo,588.72,11003.18,0.566,0,3.9,2978.15,32.3,bajo,0.0032,0
C02624,bajo_riesgo,741.61,14607.96,0.093,0,2.57,1393.46,44.7,alto,0.0006,0
C02625,bajo_riesgo,715.61,15208.19,0.142,0,6.54,2383.92,34.6,medio,0.0006,0
C02626,alto_riesgo,508.21,5583.1,0.655,1,1.33,9338.55,18.5,bajo,0.0264,0
C02627,alto_riesgo,484.07,2453.46,0.73,4,2.67,873.7,26.1,bajo,0.328,1
C02628,alto_riesgo,555.67,6997.57,0.669,2,0.0,4316.56,24.4,bajo,0.0351,0
C02629,bajo_riesgo,862.44,19718.61,0.023,0,1.63,784.06,25.0,medio,0.0001,0
C02630,medio_riesgo,628.61,5890.93,0.257,0,5.14,5844.69,36.2,medio,0.0055,0
C02631,medio_riesgo,580.79,11874.58,0.197,1,1.93,4449.44,31.9,medio,0.0036,0
C02632,medio_riesgo,664.72,4188.26,0.534,1,2.75,993.56,2.5,bajo,0.0191,0
C02633,medio_riesgo,620.64,14205.58,0.523,0,5.1,9704.41,5.6,bajo,0.0015,0
C02634,bajo_riesgo,800.53,19346.43,0.096,0,5.01,3234.13,0.2,medio,0.0002,0
C02635,alto_riesgo,448.35,7679.31,0.678,2,2.06,14891.35,53.7,bajo,0.0424,0
C02636,medio_riesgo,615.25,12005.8,0.443,1,4.02,798.85,23.5,bajo,0.0042,0
C02637,bajo_riesgo,785.15,14678.07,0.225,0,9.1,2734.3,28.1,alto,0.0006,0
C02638,bajo_riesgo,666.49,11582.9,0.147,0,4.94,3879.34,1.2,alto,0.0014,0
C02639,bajo_riesgo,823.97,14638.36,0.355,0,5.82,1877.47,24.4,medio,0.0006,0
C02640,bajo_riesgo,759.36,18383.38,0.127,0,9.87,1860.89,40.6,medio,0.0003,0
C02641,alto_riesgo,418.06,4180.35,0.774,0,0.0,10406.25,15.3,bajo,0.0263,0
C02642,alto_riesgo,501.19,5295.74,0.422,1,0.34,11968.79,38.6,bajo,0.0218,0
C02643,medio_riesgo,677.7,8206.19,0.387,0,4.53,2270.54,4.8,bajo,0.0035,0
C02644,medio_riesgo,679.08,5224.72,0.285,0,2.73,4229.76,32.1,medio,0.0055,0
C02645,bajo_riesgo,773.51,15813.48,0.146,0,9.28,1513.75,58.5,alto,0.0004,0
C02646,bajo_riesgo,783.69,15812.27,0.352,0,4.28,2971.42,57.2,alto,0.0005,0
C02647,bajo_riesgo,738.45,15656.72,0.165,0,6.97,2458.18,49.0,alto,0.0005,0
